"( )4. 你想知道那个女孩是谁,你会问: ____",Who is he?,Who is she?,Who is the boy?,/,B,因为你想知道那个女孩是谁，女孩用'she'表示，所以应该问'Who is she?'。A问的是男孩，C问的是男孩，都不对。
( )1.I want ____ sleep.,to,too,two,/,A,want 后面要加 to do something，表示“想要做某事”。这里 sleep 是动词，所以选 to。too 是“也”或“太”，two 是数字“二”，都不对。
( )2.Would you like ____ ice cream?,a,an,/,/,B,ice cream以元音音素开头，前面用an。a用在辅音音素开头的单词前。这里不是泛指，所以不能选C。
"( )3.— Don't sleep, Mike.
— ____ .",I'm sorry.,"Come in, please.","No, thank you.",/,A,当别人提醒你不要睡觉时，你应该道歉并改正。'I'm sorry.' 表示'对不起'，是合适的回答。其他选项：B是请进，C是不谢谢，都不符合情境。
( )4.Don't ____ my cake!,drink,eat,shout,/,B,'cake'是蛋糕，所以应该用'吃'。'Don't eat my cake!'意思是'不要吃我的蛋糕！'。'drink'是喝，'shout'是喊叫，都不对。
( )5.It's ____ English book.,I,my,"me
ABABB",/,B,这里需要表示‘我的’英语书，所以要用‘我的’这个词。‘I’是‘我’，‘me’也是‘我’，但这里需要‘我的’，所以选B，my。
"( )1.上课了,值日班长说:",Stand up.,Sit down.,/,/,A,上课时，值日班长通常会说‘Stand up.’（起立），让大家站起来向老师问好。然后老师会说‘Sit down.’（坐下）。所以这里选A。
"( )2. 当你迟到了,你应该对老师说:","Yes , Mr Green.","I'm sorry, Miss Li.",/,/,B,"当你迟到时，应该先向老师道歉，表示礼貌。B选项“I'm sorry, Miss Li.”意思是“对不起，李老师”，这是正确的表达。A选项只是回答“是的”，没有道歉，所以不合适。"
"( )3.你去老师办公室,老师对你说:","Come in, please.","I'm sorry, Miss Li.",/,/,A,"当你去老师办公室时，老师会礼貌地请你进来。'Come in, please.'就是'请进'的意思，这是最合适的回答。其他选项都不符合这个场景。"
"( )4.你想知道这是什么,你会问:",It's a rubber.,What's this ?,/,/,B,当你想知道一个东西是什么时，应该用“What's this?”来提问。A选项是回答“这是一块橡皮”，不是问句。所以选B。
"( )5.爸爸叫你不要打开门,他会对你说:",Open the door.,Don't open the door.,/,/,B,爸爸叫你不要开门，所以是告诉你不做某事。英语中，用'Don't'开头表示不要做某事，比如'Don't open the door.'就是'不要开门'的意思。
( )1.——Please close your book. —— ____ .,Thank you,"Yes, Mr Black",I’m sorry,/,B,当别人请你做某事时，你应该礼貌地回应。这里老师说“请合上书”，所以应该回答“好的，布莱克先生”。选项B是正确的礼貌回答。
"( )2.——The ruler is for you, Liu Tao. —— ____ .","Yes, please",Sorry,Thank you,/,C,当别人送你东西时，你应该说'谢谢'。'Thank you'就是'谢谢'的意思，所以选C。
"( )3.——Good afternoon, Mr Green. —— ____ , class.",Good afternoon,Goodbye,Good morning,/,A,当别人对你说'Good afternoon'（下午好）时，你应该用同样的'Good afternoon'来回答。这是礼貌的问候方式。其他选项'Goodbye'是再见，'Good morning'是早上
"( )4.It’s too hot(热的). ____ the window, please.",Open,Don’t open,Close,/,A,因为天气很热，我们需要让空气流通，所以应该打开窗户。'Open'是打开的意思，符合题意。
"( )5.——Mike, please close the window. —— ____ .","No, thank you","Yes, Dad","Yes, please",/,B,"爸爸让Mike关窗户，Mike应该礼貌地答应。B选项“Yes, Dad”表示“好的，爸爸”，是正确回答。A和C都不适合这个情景。"
"( )1.你很热,你可以对同学说:","Open the door, please.","Open the book, please.","Close the window, please.",/,A,"你很热的时候，需要让空气流通来凉快一点。打开门可以让风吹进来，所以应该说'Open the door, please.'。打开书和关窗户都不能让你凉快哦。"
"( )2.你上学迟到了,而李老师已经开始上课了,这时你应该说:","Good morning, Miss Li.","I’m sorry, Miss Li.","Hello, Miss Li.",/,B,"上学迟到时，应该先向老师道歉，表示自己知道错了。B选项“I’m sorry, Miss Li.”就是“对不起，李老师”的意思，这是最礼貌的说法。"
"( )3.你在看黑板,前排的同学站起来挡住了你的视线,你可以说:","Come in, please.","Stand up, please.",Please sit down.,/,C,当同学站起来挡住你看黑板时，你应该礼貌地请他坐下。'Please sit down.' 就是'请坐下'的意思，这样你就能继续看黑板了。
"( )4.格林老师叫刘涛打开窗户,刘涛回答说:","Yes, Mr Green.","Sit down, please.",No.,/,A,格林老师让刘涛开窗，刘涛应该礼貌地回答。A选项是“好的，格林老师”，表示同意并尊重老师。B是请别人坐下，C是拒绝，都不合适。
"( )1.——Look ____ the blackboard, Sam. ——Yes, Mr Green.",at,in,for,/,A,看黑板要用look at，表示“看”某个东西。look in是“往里看”，look for是“寻找”，都不对。所以选A。
( )2.——What’s this? ——It’s ____ .,rubber,a rubber,rubbers,/,B,问句问“这是什么？”，回答时要说“它是一个……”。rubber是可数名词，单数前面要加a，所以选B。
"( )3.——Don’t listen ____ Sam, Bobby. ——OK.",at,in,to,/,C,listen to 是固定搭配，意思是“听某人说话”。所以这里选C，意思是“不要听Sam的话，Bobby。”
"( )4.——Mike, please close the window. —— ____ .","No, thank you","Yes, Mum","Yes, please",/,B,"妈妈让Mike关窗户，Mike应该礼貌地答应。B选项'Yes, Mum'表示'好的，妈妈'，是正确回答。A是拒绝感谢，C是同意对方提议，都不适合这个情景。"
( )5.Look at ____ robot.,my,me,I,/,A,这里需要一个词来表示‘我的’，放在名词robot前面。my是‘我的’，me和I是‘我’，不能放在名词前。所以选A。
"( )1.—— ____ is this?
——It’s my new pencil.",What,How,Where,/,A,问句问的是“这是什么？”，回答是“它是我的新铅笔。”所以应该用What提问，表示“什么”。How是问方式，Where是问地点，都不对。
( )2.Don’t ____ !,running,run,door,/,B,Don't 后面要加动词原形，意思是“不要做某事”。run 是动词原形，意思是“跑”，所以选 B。running 是现在分词，door 是“门”，都不对。
"( )3.—— ____ sleep here.
——I’m sorry.",Don’t,Not,No,/,A,句子是祈使句的否定形式，表示“不要在这里睡觉”。祈使句的否定形式用“Don't + 动词原形”，所以选A。B和C不能直接加动词原形。
"( )4.——Would you like some juice, Liu Tao?
—— ____",Sorry.,"No, please.","Yes, please.",/,C,"当别人问Would you like some juice?（你想喝点果汁吗？），如果想喝，应该礼貌地说Yes, please.（好的，请给我一些）。"
"( )5.——Hi, John!
—— ____ in the cinema.",Don’t stand,Don’t shout,Sorry,/,B,"在电影院应该保持安静，所以当别人说“Hi, John!”时，应该提醒对方不要大声喊叫。选项B“Don’t shout”意思是“不要喊叫”，符合电影院的规定。"
"( )1.——Is this your pen?
——No, ____ .",it isn’t,it is,this isn’t,/,A,当别人问'这是你的钢笔吗？'，回答'不，它不是'时，要用'it'代替'this'，所以选A。B是肯定回答，C用了'this'不对。
( )2.That ____ my pencil case.,am,are,is,/,C,这道题选C。因为‘That’（那个）是单数，后面要用‘is’。就像我们说‘That is a book.’一样。‘am’只能和‘I’用，‘are’要和‘you’或复数用。
"( )3.——Don’t ____ in class, Liu Tao.
——I’m sorry.",talk,talks,talking,/,A,Don't 后面要加动词原形，意思是“不要做某事”。talk 是动词原形，所以选A。talks 是第三人称单数形式，talking 是现在分词，都不对。
"( )4.——Mike, is that ____ rubber?
——Yes, it is.",an,you,your,/,C,这里问的是‘那是你的橡皮吗？’‘rubber’是橡皮，前面需要表示‘你的’的词。‘your’就是‘你的’的意思，所以选C。
"( )5.——What’s ____ over there?
——It’s a crayon.",this,that,the,/,B,问句问的是‘那边那个是什么？’，‘over there’意思是‘在那边’，指远处的东西，所以要用‘that’。‘this’指近处的东西，‘the’是特指，不合适。
"( )1.——This is ____ you, Mike.
——Thank you.",for,in,at,/,A,这句话的意思是‘这是给你的，迈克。’ 在英语中，当我们想表达某物是给某人时，要用‘for’。所以这里选A。其他选项的意思不符合。
"( )2.—— ____ is your pencil box, Liu Tao?
——It’s over there.",What,Where,How,/,B,问句问的是铅笔盒在哪里，回答是'在那边'，所以应该用问地点的词'Where'。What是问什么，How是问怎么样，都不对。
"( )3.——Is this ____ lunch box?
——Yes, it is.",I,my,me,/,B,这里需要表示“我的午餐盒”，所以要用形容词性物主代词“my”。I是“我”，me是“我”的宾格，都不能直接放在名词前。
"( )4.——Is this your book?
—— ____","No, it’s my book.","Yes, it is.",OK.,/,B,"当别人问“这是你的书吗？”，如果是，就回答“Yes, it is.”（是的，它是）。选项A说“不，它是我的书”，前后矛盾；C和D不符合英语回答习惯。"
"( )5.—— ____ this your pen?
—— ____ , it isn’t.",It’s; No,Is; Yes,Is; No,/,C,问句开头用Is提问，回答是it isn't，表示否定，所以选No。C选项Is; No符合。
( )1.Your schoolbag is ____ the tree.,at,in,on,/,B,书包挂在树上，被树枝树叶包围着，所以用‘in’。‘on’是在表面，比如苹果‘on’ the tree（长在表面）。‘at’通常指在某个地点，比如‘at’ school。
"( )2.— ____ my dress, Mum? —On the sofa.",What’s,Where,Where’s,/,C,问句在问裙子在哪里，所以要用Where's开头，意思是'在哪里是'。Where's是Where is的缩写，后面接my dress，完整句子是Where is my dress?
( )3.—Where’s the ball? —It’s in the ____ .,blackboard,box,door,/,B,球可以放在盒子里，所以选B。黑板和门是平面的，不能放球。
"( )4.—Is that your pen? —No, ____ .",it is,it isn’t,that isn’t,/,B,问句问“那是你的钢笔吗？”，回答“不”，表示否定。英语中，用it代替that来回答，所以选B“it isn’t”，意思是“它不是”。
( )5.—What’s that? — ____,A bird.,They are birds.,It’s in the tree.,/,A,问句问“那是什么？”，回答应该直接说明是什么。A选项“一只鸟”直接回答了问题，符合英语习惯。B选项用了复数“它们”，但问句是单数“that”。C选项说的是位置，没有回答是什么。
"( )1.—Look at my robot, Mike. — ____",Thank you.,Here you are.,How lovely!,/,C,当别人给你看一个可爱的机器人时，你应该说‘How lovely!’（多可爱啊！）来表示赞美。A是谢谢，B是给你，都不合适。
( )2.— ____ are you? —I am eight.,How old,What,How,/,A,问句问的是年龄，回答是“我八岁”。How old 是专门问年龄的，所以选A。
( )3.—This is for you. — ____,Thank you.,Here you are.,"Yes, it is.",/,A,"当别人送你东西说'This is for you'时，你应该礼貌地说'Thank you'表示感谢。其他选项'Here you are'是递给别人东西时说的，'Yes, it is'是回答一般疑问句的"
( )4.—How old ____ Liu Tao? —He’s seven.,am,is,are,/,B,Liu Tao是第三人称单数，所以用is。How old is Liu Tao? 意思是刘涛多大了？
( )5.This toy tiger ____ for you.,are,am,is,/,C,主语是toy tiger，是单数，所以用is。are用于复数，am用于I。
"( )1.想知道对方的年龄,你可以问:",How are you?,How old are you?,I’m eight.,/,B,想知道别人几岁，要用“How old are you?”来问。A是问你好吗，C是说“我八岁”，是回答，不是问题。所以选B。
"( )2.送给别人玩具汽车时,你可以说:",This is a toy car.,Thank you.,This toy car is for you.,/,C,当你想把玩具汽车送给别人时，应该说“这个玩具汽车是给你的”，所以选C。A只是介绍这是玩具汽车，B是谢谢别人，都不对。
"( )3.夸奖别人的玩具熊猫可爱,你可以说:",How lovely!,Thank you.,How beautiful!,/,A,夸奖别人的玩具熊猫可爱，应该说'How lovely!'，意思是'多可爱啊！'。'Thank you'是谢谢，'How beautiful'是夸漂亮，不太适合玩具熊猫。
"( )4.告诉别人你今年六岁,你可以说:",I’m five.,I’m six.,How old are you?,/,B,题目是告诉别人你今年六岁，所以要说‘我六岁’。选项B是‘I’m six.’，意思是‘我六岁’，是正确的。选项A是五岁，/是问别人几岁，都不对。
"( )5.别人问你五加四等于多少,你回答:",Its nine.,It’s eight.,It’s six.,/,A,五加四等于九，所以选A。'It's'是'It is'的缩写，表示'它是'。其他选项的数字不对。
( )1.—What is it? —It is ____ apple.,a,an,/,/,B,apple以元音音素开头，前面要用an。a用在辅音音素开头的单词前。
"( )2.—Look at my pictures, Mike. — ____",How nice!,Thank you.,Nice to meet you.,/,A,当别人给你看照片时，你应该夸奖照片好看。'How nice!'意思是'多好看啊！'，表示赞美。'Thank you'是谢谢，'Nice to meet you'是初次见面时说的。
( )3.— ____ is that boy? —He is my cousin Andy.,What,How,Who,/,C,问句问的是那个男孩是谁，回答是‘他是我的表弟安迪’。‘谁’对应的是‘Who’，所以选C。
( )4.—What are ____ ? —They are pencils.,those,is,that,/,A,问句问‘那些是什么？’，‘those’指远处的多个东西。答句说‘它们是铅笔’，所以问的是复数。B和C是单数，不对。D不是正确选项。
"( )5.—Is it a duck? —Yes, ____",it isn’t,it is,they aren’t,/,B,问句问'它是鸭子吗？'，回答'是的'时，要用'it is'表示肯定。A选项是否定，C选项用了复数they，都不对。所以选B。
( )1.— ____ —He’s my father.,Who’s that girl?,Who’s that man?,Who’s that woman?,/,B,答句说‘他是我爸爸’，问句应该问‘那个男人是谁？’。A问女孩，C问女人，都不对。所以选B。
( )2.This is my brother. ____ is nine.,He,She,They,/,A,题目说‘这是我哥哥’，哥哥是男孩，所以用‘He’（他）。‘She’是‘她’，‘They’是‘他们’，都不对。
( )3.—Who’s this woman? — ____,He’s my brother.,He’s my father.,She’s my mother.,/,C,问句问的是'这个女人是谁？'，所以回答要用'she'（她）。/说'她是我的妈妈'，符合问题。其他选项用'he'（他）不对，因为问的是女人。
"( )4.—Is this ____ ? —No, she isn’t.",your father,your brother,your sister,/,C,问句问“这是你的____吗？”，回答是“不，她不是。”因为用了“她”，所以问的应该是女性。选项中只有C“你的姐姐/妹妹”是女性。
( )5. ____ name is Wang Bing.,His,She,He,/,A,这里需要一个表示‘他的’的词来修饰名字‘Wang Bing’。‘His’意思是‘他的’，‘She’和‘He’是‘她’和‘他’，不能直接放在名字前面。所以选A。
( )1.—Is he your uncle? — ____,"Yes, he is.","No, she isn’t.","No, she’s my aunt.",/,A,问句问的是'他是你叔叔吗？'，回答时要用'he'来指代叔叔。A选项'是的，他是。'正确。B和C用了'she'，不对。
( )2.Mike’s dog and cat ____ very small.,is,am,are,/,C,主语是Mike’s dog and cat，表示两只动物，是复数。复数主语要用are。is用于单数，am只和I一起用。
( )3.—How old are you? — ____,I’m nine.,I’m fine.,I’m here.,/,A,当别人问“How old are you?”（你几岁了？），应该回答自己的年龄。A选项“I’m nine.”（我九岁。）是正确回答。B选项是问“你好吗？”的回答，C选项是回答“你在哪里？”，都不对。
"( )4.Mum, ____ is my friend Mike.",it,she,this,/,C,这里是在介绍朋友Mike，Mike是男孩，所以不能用she（她）。介绍身边的人时，我们通常用'This is...'（这是...）。所以选C。
( )5.This is my cousin Millie. ____ is nine years old.,She,Her,I,/,A,这里说的是Millie，她是一个女孩，所以要用‘她’。‘She’是‘她’的主格，用在句子开头做主语。‘Her’是‘她的’，表示东西属于她，或者用在动词后面，这里不合适。
"1. 当你想告诉别人这不是你的书时,你应该说: ( )",I’m sorry.,This is your book.,This isn’t my book.,/,C,当你想说某本书不是你的，应该直接说“This isn't my book.”（这不是我的书）。A选项是道歉，B选项说“这是你的书”，都不符合你想表达的意思。
"2. 当你想询问别人那是否是他的钢笔时,你会说:( )",That is your pen.,Is that your pencil?,Is that your pen?,/,C,问别人那是不是他的钢笔，要用疑问句，所以选C。A是陈述句，B问的是铅笔，D没有内容。
"3. 当你告诉别人在课堂上不要说话时,你应说: ( )",Don’t shout in class,Don’t talk in class,Don’t sleep in class.,/,B,题目问的是“不要说话”，talk就是说话的意思。shout是喊叫，sleep是睡觉，都不对。所以选B，意思是“不要在课堂上说话”。
"4. 当你想让别人打开窗户时,你应说: ( )",Open the door,Close the window,Open the window,/,C,当你想让别人打开窗户时，应该说“Open the window”。A是开门，B是关窗，都不对。C才是正确的表达。
"5. 当迈克上课迟到了,他应该和老师说 ( )","I’m sorry, Mr Green.","Come in, please.",Thank you.,/,A,"当迈克上课迟到时，他应该向老师道歉，因为迟到是不礼貌的。选项A 'I’m sorry, Mr Green.' 意思是'对不起，格林老师。'，这是正确的表达。其他选项不合适：B是老师对学生说的，C是感谢"
"1. 当你想告诉别人这不是你的书时,你应说:",I’m sorry.,This is your book.,This isn’t my book.,/,C,当你想告诉别人这不是你的书时，应该说'This isn't my book.'，意思是'这不是我的书'。A选项是'对不起'，B选项是'这是你的书'，都不符合意思。
"2. 你想询问别人那是否是他的钢笔时,你会说:",This is your pen.,Is that your pencil?,Is that your pen?,/,C,问别人那是不是他的钢笔，要用疑问句。C选项“Is that your pen?”意思是“那是你的钢笔吗？”，符合题意。A是陈述句，B问的是铅笔，都不对。
"3. 当你想询问你的橡皮在哪里时,你应说:",What’s that?,Where’s my rubber?,Where’s my ruler?,/,B,橡皮的英文是rubber，问在哪里要用Where's。B选项Where's my rubber?意思是“我的橡皮在哪里？”，所以选B。
"4.当你要给别人某件东西时,你会说:",This is for you.,Thank you.,Is that for you?,/,A,当你要把东西送给别人时，应该说“这是给你的”，所以选A。B是“谢谢你”，是收到东西时说的。C是“那是给你的吗？”，是问别人的问题，不是给别人东西时说的。
"5. 当你想告诉别人东西在远处时,你应说:",That’s my schoolbag.,It’s my schoolbag.,It’s over there.,/,C,当东西在远处时，我们用‘over there’表示‘在那边’。/‘It’s over there.’意思是‘它在那边’，正好告诉别人东西在远处。其他选项没有说清楚位置。
"( ) 1. ---This hot dog is for you, Lingling. -- ____ .",No,Thank you,"Yes, it is.",/,B,当别人给你东西时，你应该礼貌地说“谢谢”。选项B“Thank you”就是表达感谢的正确方式。
"( ) 2.This is ____ pen. Look, ____ name is on it.",my; my,I; I,I; my,/,A,第一个空需要‘我的’来修饰笔，用my。第二个空也需要‘我的’来修饰名字，也用my。所以选A。I是‘我’，不能修饰东西。
( ) 3.-- ____ your ruler? --It’s in my schoolbag.,What’s,How’s,Where’s,/,C,问句问的是尺子在哪里，回答是‘在我的书包里’。所以应该用问地方的‘Where’s’，意思是‘在哪里’。
( ) 4. It’s a ____ pencil!,my,nice,your,/,B,这里需要一个形容词来描述铅笔。'nice'（好的）是形容词，可以修饰'pencil'。'my'（我的）和'your'（你的）是物主代词，通常放在名词前，但这里已经有'a'了，所以不能用。
( ) 5. Where ____ the bird?,am,is,are,/,B,这道题问的是“小鸟在哪里？”。小鸟（the bird）是单数，所以要用is。am只能和I一起用，are用于复数或you。
( ) 1. Where ____ the bird?,am,is,are,/,B,这道题问的是“小鸟在哪里？”。小鸟（the bird）是单数，所以要用is。am只能和I一起用，are用于复数或you。
( ) 2.—Where is my pen? --- ____ .,It’s green.,It’s a pencil..,It’s on the desk.,/,C,问句问的是“我的钢笔在哪里？”，所以回答应该说明钢笔的位置。C选项“它在桌子上”直接回答了位置，是正确的。A说颜色，B说它是铅笔，都不对题。
"( ) 3.It’s over ____ , on the desk.",there,here,her,/,A,选A。there是‘那里’，指远处。句子说‘它在那边，在桌子上。’here是‘这里’，指近处。her是‘她的’，意思不对。所以选A。
"( ) 4. This is ____ pen. Look, ____ name is on it.",my; my,I; I.,I; my,/,A,第一个空需要‘我的’来修饰笔，用my。第二个空也需要‘我的’来修饰名字，也用my。所以选A。
( ) 5. -- ____ your ruler? ---It’s in my schoolbag.,What’s,How’s,Where’s,/,C,问句问的是尺子在哪里，回答是‘在我的书包里’。所以应该用询问地点的‘Where’s’，意思是‘在哪里’。其他选项不合适：A问‘是什么’，B问‘怎么样’。
( ) 1. --- ____ my crayon? It’s on the desk.,What’s,Where,Where’s,/,C,问句在问‘我的蜡笔在哪里？’，所以要用Where’s，它是Where is的缩写，意思是‘在哪里’。回答是‘它在桌子上’，也说明是问地点。
( ) 2.—Is this your pencil? --- ____ .,"No, it is.",Thank you.,"Yes, it is.",/,C,"当别人问'这是你的铅笔吗？'，如果是，就回答'是的，它是'，用'Yes, it is.'。选项A说'不，它是'，意思矛盾；B是'谢谢'，答非所问。所以选C。"
"( ) 3.-- ____ that a ruler? ____ -- ____ , it isn’t.","Is, Yes","What’s, Yes","Is, No",/,C,"问句问‘那是一把尺子吗？’用Is that...开头。回答是‘不，它不是。’所以选Is, No。"
( ) 4. ---Look at my bird. -- ____ .,How beautiful!,"Yes, please.",Thank you.,/,A,当别人给你看一只漂亮的小鸟时，你应该说‘多漂亮啊！’来表示赞美。A选项‘How beautiful!’就是表达这个意思，所以选A。
( ) 5. Where ____ the students?,am,is,are,/,C,这道题问的是'学生们在哪里？'。'the students'是复数，意思是很多学生。在英语里，复数的主语要和'are'一起用。所以选C。
( ) 1. ---It’s hot.(热的).. –Please ____ the window.,open,close,don’t,/,A,因为天气很热，所以我们需要打开窗户让空气流通，这样会更凉快。'open'就是打开的意思，所以选A。
( ) 2.--- ____ is my English book? ---It’s in your schoolbag.,Who,Where,What,/,B,问句问的是英语书在哪里，回答是在书包里。'Where'是问地点的词，意思是'在哪里'，所以选B。
( ) 3.This cake is ____ you.,in,on,for,/,C,这句话的意思是‘这个蛋糕是给你的’。‘for’在这里表示‘为了’或‘给’的意思，用来指出蛋糕是给谁的。其他选项‘in’和‘on’表示位置，不适合这里。
